dataset_type,train_number,train_type,station_sequence,current_delay,current_speed,distance_to_next_station,distance_from_origin,journey_time,station_halt_duration,time_of_day,day_of_week,signal_status,signal_waiting_time,block_status,track_occupancy,section_restriction,construction_active,maintenance_active,engineering_block,temporary_speed_restriction,affected_section,restriction_duration,congestion_level,preceding_train_delay,train_density,previous_station_delay,temperature,humidity,precipitation,rain,showers,weather_code,cloud_cover,visibility,wind_speed,wind_direction,wind_gusts,weather_impact,actual_additional_delay_minutes
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,MEMU,4,7.8,32.1,3.1,6.1499999999999995,18.9,0.5,15,4,Normal,0.2,Clear,0.18,0,0,0,0,0,0,0,0.3,0.5,2,8.9,29.4,92.1,5.699999999999999,1.4,0.0,61,73.4,8434.0,30.5,240,43.1,1,3.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,MEMU,4,3.6,34.1,1.9,6.1499999999999995,14.7,0.5,6,3,Normal,0.5,Clear,0.24,0,0,0,0,0,0,0,0.33,1.5,2,4.1,37.6,91.3,0.0,0.0,0.0,2,54.5,7718.0,12.9,127,19.6,0,0.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,Fast Local,4,1.6,27.5,2.4,6.1499999999999995,12.7,1.0,15,4,Normal,0.2,Clear,0.49,0,1,0,0,20,1,104,0.1,0.2,1,1.8,34.0,75.3,0.0,0.0,0.0,0,30.1,9137.0,30.8,39,47.6,2,12.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,Fast Local,20,6.8,66.1,1.8,38.949999999999996,76.9,0.5,4,4,Warning,6.1,Occupied,0.84,0,0,0,0,0,0,0,0.26,2.8,1,8.1,25.7,62.3,0.0,0.0,0.0,0,33.9,5252.0,28.8,82,42.1,1,9.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,21,6.5,63.3,1.7,41.0,80.3,0.5,5,0,Normal,1.1,Clear,0.23,0,0,0,0,0,0,0,0.27,0.3,1,5.8,34.3,65.4,0.0,0.0,0.0,0,21.5,5072.0,8.4,332,11.5,0,0.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,18,7.5,65.8,2.1,34.849999999999994,70.2,0.5,14,5,Normal,0.8,Clear,0.49,0,0,0,0,0,0,0,0.45,0.0,2,8.4,43.0,61.6,0.0,0.0,0.0,0,53.9,8752.0,25.5,21,33.0,1,5.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,18,0.5,44.7,3.8,34.849999999999994,63.2,1.5,15,6,Critical,8.3,Restricted,0.91,1,0,1,1,20,1,108,0.05,0.2,1,0.0,34.8,96.9,0.0,0.0,0.0,2,16.9,9392.0,17.7,155,23.3,0,21.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,16,13.9,46.2,3.1,30.749999999999996,69.2,0.5,10,5,Critical,10.1,Restricted,0.89,1,0,0,1,0,1,61,0.57,8.8,2,14.0,28.0,69.6,0.0,0.0,0.0,0,55.9,8166.0,33.8,8,54.5,2,26.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,9,12.8,32.2,3.0,16.4,42.3,0.5,4,2,Normal,1.3,Clear,0.18,0,1,0,0,30,1,81,0.19,1.3,2,11.3,37.5,81.7,0.0,0.0,0.0,0,40.9,6918.0,16.0,272,25.6,0,7.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,MEMU,18,1.8,29.3,2.4,34.849999999999994,64.5,2.0,16,6,Normal,0.5,Clear,0.43,0,0,0,0,0,0,0,0.43,0.0,2,0.2,32.8,83.4,12.6,9.2,1.9,63,98.9,7210.0,28.5,161,41.4,1,4.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,2,0.3,42.3,1.5,2.05,4.0,0.5,16,0,Normal,1.0,Clear,0.24,0,1,0,0,15,1,43,0.18,0.5,1,0.2,28.8,56.6,12.0,4.4,0.0,61,76.7,8886.0,24.6,260,39.6,1,10.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,21,0.7,51.8,2.7,41.0,74.5,1.5,5,5,Normal,0.6,Clear,0.18,0,0,0,0,0,0,0,0.59,1.2,1,2.0,31.7,72.9,0.0,0.0,0.0,0,15.1,7578.0,25.4,286,43.0,1,5.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,4,19.8,59.9,1.0,6.1499999999999995,30.9,0.5,13,4,Warning,3.3,Occupied,0.94,0,0,1,0,20,1,39,0.44,2.3,2,19.6,30.5,68.6,0.0,0.0,0.0,0,39.7,8435.0,9.5,104,12.1,0,8.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,12,3.3,33.8,2.3,22.549999999999997,43.9,0.5,4,1,Normal,0.5,Clear,0.19,0,0,0,0,0,0,0,0.4,0.4,2,5.3,28.7,87.5,0.0,0.0,0.0,2,50.3,9742.0,12.9,117,17.4,0,2.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,7,1.8,23.2,2.8,12.299999999999999,23.9,0.5,10,1,Normal,0.0,Clear,0.5,0,0,1,0,20,1,61,0.42,0.4,1,2.3,26.6,79.2,0.0,0.0,0.0,0,42.6,6372.0,26.3,220,41.4,1,11.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,Fast Local,15,1.4,53.0,2.2,28.699999999999996,53.1,0.5,16,0,Normal,0.6,Clear,0.14,0,0,1,0,20,1,83,0.33,0.4,2,1.2,29.1,71.4,0.0,0.0,0.0,0,18.3,5781.0,6.2,70,9.8,0,7.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,EMU Local,7,1.2,14.7,3.1,12.299999999999999,23.3,0.5,5,1,Normal,0.3,Clear,0.1,0,1,0,0,30,1,77,0.19,0.2,2,3.0,31.3,73.8,7.4,2.2,0.0,61,94.7,9249.0,34.6,305,47.8,2,11.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,EMU Local,21,4.4,41.4,1.2,41.0,78.2,0.5,23,4,Normal,0.1,Clear,0.45,0,0,0,0,0,0,0,0.46,0.0,2,6.0,34.7,63.8,0.0,0.0,0.0,0,51.4,8479.0,28.7,161,38.3,1,3.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,17,2.2,43.3,3.1,32.8,61.2,0.5,10,6,Warning,2.9,Occupied,0.94,0,0,0,0,0,0,0,0.55,1.9,2,0.6,26.4,60.6,0.0,0.0,0.0,0,53.0,7416.0,7.5,358,9.4,0,4.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,16,13.5,36.3,2.0,30.749999999999996,68.8,0.5,20,3,Normal,1.2,Clear,0.27,0,0,0,0,0,0,0,0.73,2.4,4,13.5,26.0,62.9,0.0,0.0,0.0,0,47.3,7844.0,24.3,208,31.3,1,7.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,EMU Local,19,4.6,18.8,3.0,36.9,71.0,1.0,8,4,Normal,1.1,Clear,0.13,0,0,0,0,0,0,0,0.88,5.9,4,5.2,31.9,77.9,0.0,0.0,0.0,0,28.3,9548.0,37.8,124,62.0,2,12.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,EMU Local,9,6.3,36.5,2.7,16.4,35.8,1.0,14,5,Warning,4.8,Occupied,0.88,0,1,0,0,15,1,50,0.33,1.4,1,7.2,30.2,83.0,0.0,0.0,0.0,0,59.0,9786.0,7.9,259,12.0,0,15.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,14,1.4,66.6,3.0,26.65,49.4,1.5,14,3,Normal,0.6,Clear,0.26,0,0,0,0,0,0,0,0.11,0.4,1,2.1,29.9,79.6,0.0,0.0,0.0,0,50.8,5057.0,5.8,45,9.0,0,0.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,17,0.3,50.9,2.7,32.8,59.3,1.0,14,1,Normal,0.5,Clear,0.29,0,1,0,0,30,1,102,0.39,0.4,1,0.1,27.8,53.2,4.9,3.0,0.0,61,78.5,8622.0,16.8,279,21.0,0,6.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,5,2.7,59.4,2.5,8.2,17.5,1.5,20,6,Normal,0.1,Clear,0.35,0,0,0,0,0,0,0,0.83,3.9,4,2.3,28.0,75.9,0.0,0.0,0.0,0,52.5,9874.0,20.6,57,31.0,1,4.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,2,1.5,23.7,2.9,2.05,5.2,0.5,22,2,Normal,1.2,Clear,0.36,0,0,0,0,0,0,0,0.37,2.5,1,1.4,27.0,79.4,0.0,0.0,0.0,0,46.6,5936.0,23.4,158,38.1,1,5.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,EMU Local,20,0.9,45.8,2.1,38.949999999999996,71.0,0.5,11,2,Normal,1.1,Clear,0.48,0,1,0,0,15,1,28,0.53,1.1,2,0.0,24.3,92.5,0.0,0.0,0.0,2,35.2,5896.0,20.0,267,24.2,0,10.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,16,12.2,43.3,2.5,30.749999999999996,67.6,0.5,23,4,Warning,6.4,Occupied,0.73,0,0,0,0,0,0,0,0.49,1.3,1,10.6,32.8,56.0,0.0,0.0,0.0,0,32.3,5627.0,26.4,343,33.6,1,8.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,EMU Local,14,2.3,43.6,2.1,26.65,50.3,1.0,17,4,Normal,1.3,Clear,0.24,0,0,0,0,0,0,0,0.93,5.0,4,2.9,33.5,84.9,19.0,17.7,3.2,65,93.3,3102.0,30.6,58,36.9,2,12.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,Fast Local,14,0.8,50.3,1.7,26.65,48.8,1.5,13,1,Normal,0.4,Clear,0.23,0,0,0,0,0,0,0,0.16,0.4,2,1.5,38.2,91.1,7.0,6.4,1.7,63,84.8,8902.0,7.0,328,11.2,1,3.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,1,0.9,44.2,2.4,0.0,0.9,1.0,10,2,Normal,0.3,Clear,0.29,0,0,0,0,0,0,0,0.8,3.1,5,3.0,33.9,58.9,0.0,0.0,0.0,0,55.0,7705.0,18.9,4,24.1,0,5.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,3,1.3,24.2,2.2,4.1,8.7,0.5,5,2,Normal,1.7,Clear,0.2,0,0,0,0,0,0,0,0.21,0.2,2,0.6,31.4,79.8,1.7000000000000002,0.9,0.0,61,79.2,6935.0,9.8,96,12.3,0,2.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43219,EMU Local,7,29.2,51.2,2.9,12.299999999999999,51.3,1.0,20,4,Normal,0.3,Clear,0.25,0,0,0,0,0,0,0,0.46,1.4,2,29.6,33.4,51.7,0.0,0.0,0.0,0,49.0,7867.0,26.5,239,33.6,1,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,15,1.2,54.6,2.0,28.699999999999996,52.9,0.5,4,5,Normal,0.5,Clear,0.44,0,0,1,1,15,1,101,0.36,0.0,2,0.9,30.0,71.7,0.0,0.0,0.0,0,22.0,6754.0,27.2,54,38.4,1,12.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,19,1.6,61.8,1.6,36.9,68.0,0.5,16,2,Warning,2.1,Occupied,0.72,0,0,1,0,30,1,49,0.07,0.1,2,1.4,28.1,59.5,0.0,0.0,0.0,0,33.5,7538.0,31.9,172,52.6,2,10.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,20,4.3,62.5,2.8,38.949999999999996,74.4,1.0,22,4,Normal,0.5,Clear,0.35,0,1,0,0,20,1,48,0.64,5.7,1,3.5,34.1,80.2,0.0,0.0,0.0,0,14.3,7356.0,33.1,340,43.5,1,12.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,Fast Local,2,1.4,49.1,2.1,2.05,5.1,0.5,17,0,Normal,0.6,Clear,0.33,0,0,1,0,20,1,99,0.48,1.5,1,1.5,32.8,71.4,0.0,0.0,0.0,0,34.8,9580.0,37.9,196,52.3,2,14.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,19,1.0,24.9,1.6,36.9,67.4,0.5,21,2,Normal,0.5,Clear,0.27,0,1,0,0,20,1,116,0.06,0.1,2,2.7,26.4,67.8,0.0,0.0,0.0,0,36.4,7667.0,7.2,199,9.5,0,6.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,9,0.7,19.1,2.9,16.4,30.2,1.0,23,3,Warning,4.9,Occupied,0.94,0,0,0,0,0,0,0,0.41,1.1,1,0.2,31.3,79.3,0.0,0.0,0.0,0,19.0,8296.0,33.1,291,47.8,2,9.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,19,1.5,38.6,2.7,36.9,67.9,1.0,17,6,Normal,0.2,Clear,0.42,0,0,0,0,0,0,0,0.74,0.0,3,2.0,28.2,61.8,0.0,0.0,0.0,0,26.2,6481.0,35.8,269,52.3,2,7.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43409,EMU Local,5,0.4,55.8,3.2,8.2,15.2,0.5,18,1,Normal,0.5,Clear,0.4,0,0,0,0,0,0,0,0.8,1.7,5,0.0,35.2,72.2,0.0,0.0,0.0,0,20.6,6811.0,36.0,131,45.2,2,9.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,18,0.1,54.8,1.9,34.849999999999994,62.8,0.5,17,6,Normal,1.2,Clear,0.11,0,0,0,0,0,0,0,0.7,0.4,2,0.0,29.8,80.3,0.0,0.0,0.0,0,31.5,9884.0,6.2,35,10.5,0,4.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,16,6.5,46.1,1.8,30.749999999999996,61.8,2.0,8,4,Normal,0.0,Clear,0.39,0,1,0,0,15,1,108,0.61,4.2,2,6.3,38.3,68.0,0.0,0.0,0.0,0,41.9,8046.0,26.8,316,45.0,1,11.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,MEMU,4,0.6,41.5,1.4,6.1499999999999995,11.7,0.5,19,2,Normal,0.1,Clear,0.39,0,0,0,0,0,0,0,0.84,1.6,4,2.9,36.2,73.6,0.0,0.0,0.0,0,17.1,6499.0,33.4,135,46.4,2,9.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,12,6.0,70.6,1.8,22.549999999999997,46.6,0.5,8,2,Warning,2.6,Occupied,0.64,0,1,0,0,20,1,66,0.45,0.4,1,5.0,27.1,68.9,0.0,0.0,0.0,0,29.7,5355.0,11.2,353,17.5,0,8.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,EMU Local,7,6.4,50.6,1.9,12.299999999999999,28.5,0.5,16,5,Critical,9.2,Restricted,0.87,1,0,0,0,0,0,0,0.45,1.1,2,5.2,28.8,89.2,0.0,0.0,0.0,2,37.3,8036.0,24.0,32,38.2,1,18.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,Fast Local,14,3.1,40.7,2.5,26.65,51.1,1.0,19,4,Normal,0.5,Clear,0.42,0,1,0,0,15,1,101,0.48,0.8,1,2.0,34.2,88.9,0.0,0.0,0.0,2,49.9,5416.0,20.2,61,33.1,1,13.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,EMU Local,12,1.5,32.3,1.5,22.549999999999997,42.1,0.5,18,3,Normal,1.5,Clear,0.32,0,0,0,1,0,1,98,0.75,1.6,3,3.7,31.7,71.0,0.0,0.0,0.0,0,41.1,5809.0,11.1,143,15.3,0,7.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,Fast Local,3,0.6,26.9,1.7,4.1,8.0,0.5,8,2,Normal,0.4,Clear,0.43,0,0,0,0,0,0,0,0.83,3.8,4,1.9,30.4,70.6,5.0,1.5,0.0,61,88.8,6080.0,17.9,211,29.8,0,4.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,5,5.3,25.4,3.1,8.2,20.1,0.5,9,0,Normal,0.3,Clear,0.17,0,1,0,0,15,1,101,0.9,2.2,5,6.1,31.7,59.9,0.0,0.0,0.0,0,13.5,8205.0,15.0,273,19.6,0,13.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,Fast Local,17,3.7,26.9,1.0,32.8,62.7,0.5,16,1,Normal,0.8,Clear,0.11,0,0,0,0,0,0,0,0.07,0.6,2,5.3,31.0,98.0,0.0,0.0,0.0,2,19.3,7016.0,33.0,99,55.7,2,5.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,10,4.3,46.2,2.4,18.45,37.5,0.5,19,4,Normal,0.1,Clear,0.16,0,0,1,0,15,1,76,0.88,0.9,5,5.4,35.5,81.4,0.0,0.0,0.0,0,56.3,8655.0,29.2,168,40.1,1,14.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,MEMU,10,0.0,41.7,1.3,18.45,33.2,1.0,13,2,Normal,0.2,Clear,0.28,0,0,0,0,0,0,0,0.24,0.3,1,0.0,30.4,82.8,0.0,0.0,0.0,0,43.1,6105.0,5.2,19,6.5,0,1.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,Fast Local,11,10.5,37.1,1.6,20.5,47.4,1.5,5,6,Normal,0.3,Clear,0.31,0,1,0,0,15,1,54,0.25,1.3,2,10.0,33.4,89.1,0.0,0.0,0.0,2,30.6,9421.0,23.4,205,29.3,0,9.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,EMU Local,17,0.3,53.0,3.0,32.8,59.3,1.5,16,5,Normal,0.2,Clear,0.44,0,0,0,0,0,0,0,0.18,1.0,2,1.5,33.4,71.4,7.8999999999999995,7.6,2.9,63,75.4,6062.0,6.1,336,9.6,1,3.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,Fast Local,5,1.8,69.1,2.1,8.2,16.6,1.0,20,5,Normal,0.2,Clear,0.39,0,0,0,0,0,0,0,0.61,8.0,1,1.9,36.5,68.8,0.0,0.0,0.0,0,47.4,5166.0,35.4,262,47.6,2,7.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,13,2.1,29.6,3.7,24.599999999999998,46.4,1.0,4,1,Normal,0.0,Clear,0.5,0,0,0,1,0,1,32,0.27,0.9,1,1.0,31.2,89.9,0.0,0.0,0.0,2,54.4,7258.0,6.3,208,7.8,0,3.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,10,0.0,31.9,2.5,18.45,33.2,1.0,7,4,Normal,0.1,Clear,0.13,0,0,0,0,0,0,0,0.22,0.7,2,0.6,32.1,65.5,13.0,11.0,1.7,63,82.6,5620.0,11.1,128,14.0,1,2.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,9,2.7,8.7,1.6,16.4,32.2,1.0,21,4,Normal,0.2,Clear,0.15,0,0,0,0,0,0,0,0.17,0.5,2,2.3,33.0,69.8,0.0,0.0,0.0,0,16.6,7129.0,11.7,296,19.4,0,0.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,17,5.6,41.6,2.4,32.8,64.6,1.0,9,4,Normal,0.8,Clear,0.13,0,0,0,0,0,0,0,0.73,1.1,5,6.9,28.9,75.7,8.3,6.0,2.3,63,90.0,9850.0,31.5,220,40.6,1,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,1,6.9,40.1,2.8,0.0,6.9,0.5,15,3,Warning,3.1,Occupied,0.81,0,0,0,0,0,0,0,0.06,0.1,1,5.7,30.9,59.0,0.0,0.0,0.0,0,30.1,9004.0,20.4,352,29.7,0,4.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,EMU Local,4,8.5,55.4,2.4,6.1499999999999995,19.6,0.5,23,0,Normal,0.2,Clear,0.21,0,0,1,0,15,1,95,0.07,0.1,1,9.2,27.9,81.6,5.199999999999999,2.8,0.0,61,97.3,7305.0,10.5,102,17.6,0,9.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,4,2.7,40.7,2.0,6.1499999999999995,13.8,2.0,16,5,Normal,0.0,Clear,0.37,0,0,0,0,0,0,0,0.18,0.6,1,2.9,34.2,78.6,6.9,1.4,0.0,61,71.3,8643.0,9.6,323,14.5,0,1.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,MEMU,18,4.0,33.2,1.1,34.849999999999994,66.7,2.0,5,4,Normal,0.4,Clear,0.15,0,0,1,0,20,1,113,0.29,1.9,1,4.2,37.8,65.5,0.0,0.0,0.0,0,26.3,7128.0,17.4,34,29.5,0,5.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,MEMU,9,0.3,44.9,1.9,16.4,29.8,1.0,20,3,Normal,0.5,Clear,0.14,0,0,0,0,0,0,0,0.94,3.3,3,0.6,23.9,86.0,13.2,11.0,1.9,63,90.4,5005.0,23.7,260,32.6,1,5.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,18,2.7,50.4,3.1,34.849999999999994,65.4,2.0,13,4,Normal,1.0,Clear,0.28,0,0,0,0,0,0,0,0.45,1.0,1,2.5,35.5,57.9,0.0,0.0,0.0,0,35.5,9004.0,31.3,143,50.6,2,8.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,EMU Local,14,0.7,17.7,1.6,26.65,48.7,1.0,22,4,Normal,0.9,Clear,0.25,0,0,1,0,15,1,33,0.19,0.0,1,1.3,31.3,67.6,0.0,0.0,0.0,0,14.0,8813.0,30.6,170,40.8,1,8.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,15,1.8,57.1,1.9,28.699999999999996,53.5,1.0,8,3,Normal,0.2,Clear,0.43,0,1,0,0,15,1,37,0.57,0.6,2,2.1,36.5,89.9,0.0,0.0,0.0,2,51.4,9588.0,6.3,257,8.8,0,9.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,EMU Local,6,1.6,61.6,2.7,10.25,20.0,0.5,15,0,Normal,0.1,Clear,0.44,0,0,0,0,0,0,0,0.07,0.5,2,1.7,32.5,70.4,11.5,7.7,2.2,63,79.0,5576.0,26.4,225,35.4,1,1.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,10,2.2,50.2,2.5,18.45,35.4,1.0,21,1,Normal,0.1,Clear,0.15,0,0,0,0,0,0,0,0.31,0.5,1,3.6,35.4,54.2,0.0,0.0,0.0,0,57.1,9064.0,5.5,141,7.2,0,0.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43219,EMU Local,15,3.4,28.0,1.3,28.699999999999996,55.1,1.0,12,5,Normal,1.7,Clear,0.42,0,0,0,0,0,0,0,0.34,2.6,2,1.8,31.1,74.9,0.0,0.0,0.0,0,34.9,9048.0,23.8,214,33.1,1,6.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,4,9.3,37.1,2.0,6.1499999999999995,20.4,2.0,14,2,Normal,0.6,Clear,0.33,0,0,0,0,0,0,0,0.3,0.3,1,10.0,31.7,68.6,0.0,0.0,0.0,0,34.1,6818.0,10.8,180,14.1,0,2.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,Fast Local,18,2.0,59.7,2.9,34.849999999999994,64.7,0.5,7,6,Normal,0.0,Clear,0.3,0,0,0,0,0,0,0,0.23,0.7,1,2.3,35.4,78.3,0.0,0.0,0.0,0,52.1,7012.0,33.4,191,55.1,2,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43501,EMU Local,18,15.9,27.3,2.1,34.849999999999994,78.6,1.0,13,4,Warning,6.8,Occupied,0.8,0,1,0,0,30,1,73,0.39,4.5,2,16.5,41.3,85.2,0.0,0.0,0.0,2,37.3,7102.0,17.7,63,24.9,0,13.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,17,5.7,51.4,3.0,32.8,64.7,1.0,4,0,Normal,0.3,Clear,0.4,0,0,0,0,0,0,0,0.48,1.4,2,6.4,29.4,71.2,0.0,0.0,0.0,0,31.1,6772.0,32.8,166,47.4,2,2.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,12,2.9,41.2,3.0,22.549999999999997,43.5,0.5,5,5,Critical,13.8,Restricted,0.7,1,0,0,0,0,0,0,0.33,0.3,2,3.7,32.0,43.5,0.0,0.0,0.0,0,20.2,7908.0,35.2,172,55.1,2,23.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,EMU Local,7,4.1,44.4,1.5,12.299999999999999,26.2,0.5,12,2,Normal,0.8,Clear,0.21,0,1,0,0,20,1,115,0.28,0.3,2,3.6,28.6,78.7,0.0,0.0,0.0,0,46.5,7573.0,18.2,52,29.5,0,7.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,EMU Local,16,0.4,29.5,1.9,30.749999999999996,55.7,1.0,21,4,Normal,0.4,Clear,0.14,0,0,0,0,0,0,0,0.05,0.0,2,0.0,30.5,59.9,0.0,0.0,0.0,0,35.0,7880.0,24.6,80,39.1,1,1.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,11,7.4,47.0,2.5,20.5,44.3,0.5,19,6,Normal,0.5,Clear,0.31,0,0,0,0,0,0,0,0.6,0.0,1,8.0,29.4,78.1,0.0,0.0,0.0,0,35.3,8003.0,35.7,80,53.9,2,8.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,14,3.5,45.9,1.2,26.65,51.5,1.0,17,2,Normal,0.3,Clear,0.36,0,0,0,0,0,0,0,0.92,3.8,4,5.3,27.5,82.4,0.0,0.0,0.0,0,22.7,8469.0,13.1,141,15.9,0,4.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43215,EMU Local,3,17.1,19.4,2.0,4.1,24.5,0.5,7,3,Warning,5.3,Occupied,0.69,0,0,0,0,0,0,0,0.05,0.3,2,16.9,33.5,84.8,0.0,0.0,0.0,0,17.2,6475.0,7.9,166,9.6,0,5.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,Fast Local,19,4.0,41.9,2.4,36.9,70.4,0.5,5,6,Normal,0.4,Clear,0.39,0,0,0,0,0,0,0,0.06,0.4,2,2.8,32.3,82.2,0.0,0.0,0.0,0,25.8,5949.0,22.1,123,28.7,0,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,Fast Local,18,7.2,51.2,1.7,34.849999999999994,69.9,0.5,15,5,Normal,0.6,Clear,0.48,0,0,0,0,0,0,0,0.25,0.1,2,8.1,27.9,68.3,0.0,0.0,0.0,0,50.3,7647.0,23.2,25,38.8,1,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,10,6.4,36.2,2.5,18.45,39.6,0.5,23,0,Normal,0.2,Clear,0.4,0,1,0,0,15,1,92,0.14,1.4,2,5.4,26.8,70.6,0.0,0.0,0.0,0,41.3,7158.0,19.3,223,27.1,0,10.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43435,EMU Local,6,1.7,5.3,1.7,10.25,20.2,0.5,8,0,Normal,0.4,Clear,0.22,0,0,0,0,0,0,0,0.81,2.7,5,2.1,35.0,77.1,0.0,0.0,0.0,0,27.6,8564.0,37.0,29,51.9,2,8.2
